subtype,cell_type,chi2_stat,p_value,overlap,fdr,neg_log10_fdr
1,respiratory basal cell,1.2398326705805354,0.26550330471837025,10,0.7342546610483384,0.13415328789518843
1,respiratory hillock cell,2.4988584034923877,0.11392885581132219,10,0.5010124382064168,0.30015149214202064
1,nasal mucosa goblet cell,5.180553737820563,0.022841043480462543,10,0.16323753066626154,0.7871799835270925
1,goblet cell,0.316040820534443,0.5739967383234708,10,1.0,-0.0
1,kidney collecting duct intercalated cell,0.8740614572465292,0.3498333740681209,10,0.8332956624435258,0.07920087880286433
1,kidney collecting duct principal cell,1.0865361610654065,0.29723995986176877,12,0.7586894080387804,0.11993597902070974
1,kidney connecting tubule epithelial cell,1.2202025293354006,0.2693209092181738,11,0.7365913580919272,0.13277338072276412
1,epithelial cell of proximal tubule,7.604863781531467,0.005821106160412121,16,0.05954445290670571,1.2251586906752092
1,kidney distal convoluted tubule epithelial cell,0.0,1.0,8,1.0,-0.0
1,kidney loop of Henle thick ascending limb epithelial cell,0.07452009400968135,0.7848657544847157,8,1.0,-0.0
1,kidney loop of Henle thin descending limb epithelial cell,0.40791077313073876,0.5230318235960973,11,0.9765044276858084,0.010325783184980166
1,kidney loop of Henle thin ascending limb epithelial cell,0.19144591521552695,0.6617159097160588,10,1.0,-0.0
1,enterocyte,5.691660633201907,0.017045716651553567,11,0.13476179822631587,0.8704332025398658
1,intestine goblet cell,8.594194075678635,0.003372364234661119,10,0.04244527398797615,1.3721706586639506
1,enteroendocrine cell,1.3328770661476324,0.2482940290132786,8,0.7139866766192952,0.14630989232005467
1,foveolar cell of stomach,3.165982841921777,0.07518716744365017,8,0.39486785779758726,0.40354821635022864
1,mucous neck cell,4.751408572172053,0.029274322206523463,10,0.1925248217185777,0.7155132701011147
1,keratinocyte,0.3368862010379806,0.5616321037779018,7,0.9999791116045569,9.071809624863049e-06
1,luminal epithelial cell of mammary gland,2.3615646396789227,0.12435740512270736,11,0.5158006007930476,0.28751815634125044
1,myoepithelial cell of mammary gland,0.33737353767030753,0.5613492032731253,8,0.9999791116045569,9.071809624863049e-06
1,basal cell,2.254253714373964,0.133247678788999,11,0.5344549753624686,0.2720888756287453
1,endothelial cell,8.361757592021934,0.003831997495965948,15,0.04379547366092225,1.3585707722736122
1,blood vessel endothelial cell,5.577960455492341,0.01818789192166798,12,0.1383037614876836,0.8591660080965471
1,vein endothelial cell,9.469431303520771,0.0020892413182882273,15,0.02965306045465445,1.5279304770053903
1,endothelial cell of artery,12.264638630709944,0.00046162260200198675,16,0.009911308807689714,2.0038689922931128
1,capillary endothelial cell,5.593234646578633,0.018029971642760285,14,0.1383037614876836,0.8591660080965471
1,endothelial cell of lymphatic vessel,10.701000850452026,0.0010707759266163509,13,0.0199602249927382,1.699834567630113
1,pulmonary artery endothelial cell,0.81628566762288,0.3662683923387119,10,0.8515156891950945,0.06980734574238653
1,neuron,5.268306494994766,0.021717130233641104,0,0.1569653967381981,0.8041960779220282
1,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron,4.912169594223724,0.026668123646437364,0,0.17860302992568144,0.7481111777607854
1,L6b glutamatergic cortical neuron,3.0518619665596436,0.0806446380474377,1,0.4145815899621797,0.38238998722854717
1,near-projecting glutamatergic cortical neuron,5.149299139099075,0.02325575779354959,0,0.16323753066626154,0.7871799835270925
1,corticothalamic-projecting glutamatergic cortical neuron,2.83660581682913,0.09213865425067555,1,0.44543852717214005,0.351212222383617
1,caudal ganglionic eminence derived GABAergic cortical interneuron,4.7940493733620055,0.028558212001120915,0,0.18952267964380246,0.7223388117919939
1,lamp5 GABAergic cortical interneuron,5.46730502067258,0.019375480938601586,0,0.1428697079311026,0.845059843098049
1,sst GABAergic cortical interneuron,4.519596565136651,0.03350873203553382,0,0.2108739171201697,0.6759771345863033
1,pvalb GABAergic cortical interneuron,4.363501996214775,0.03671675201297978,0,0.2233602414122937,0.6509941296623666
1,vip GABAergic cortical interneuron,4.912169594223724,0.026668123646437364,0,0.17860302992568144,0.7481111777607854
1,sncg GABAergic cortical interneuron,4.637019428204973,0.03128930010764273,0,0.20036130770683502,0.6981861424446464
1,chandelier pvalb GABAergic cortical interneuron,3.744585605632674,0.05297886258649056,0,0.2974966899087547,0.5265178620778177
1,retinal ganglion cell,0.5345738779028568,0.46469022834219853,5,0.9407626301720732,0.026519942365296104
1,amacrine cell,3.7858963349381125,0.05168622045515147,2,0.29417796274197455,0.5313898639607086
1,retina horizontal cell,3.1148505660311536,0.07758159491033104,2,0.401663576486111,0.3961375490208729
1,astrocyte,1.543612192264455,0.21408093741191603,3,0.6779793487314846,0.16878353455263145
1,astrocyte of the cerebral cortex,2.7050628039241262,0.10003014269586923,2,0.4618735178775781,0.3354769378819318
1,oligodendrocyte,0.533291191646026,0.4652264513590664,4,0.9407626301720732,0.026519942365296104
1,oligodendrocyte precursor cell,1.8933144337456114,0.1688285595979847,2,0.5860001104374997,0.23210230213482372
1,microglial cell,10.213915300940954,0.0013938494798840092,14,0.024226431436079207,1.6157105529180937
1,ependymal cell,2.0962717771919355,0.14765879756676814,3,0.5549967793970146,0.2557095370469872
1,Bergmann glial cell,1.5158168617214018,0.21825362596150533,3,0.6779793487314846,0.16878353455263145
1,Schwann cell,4.0339084646473046e-05,0.9949324252766258,7,1.0,-0.0
1,retinal rod cell,0.6059107022537402,0.436331670684449,5,0.9188984816228384,0.036732466096321796
1,retinal cone cell,2.0962717771919355,0.14765879756676814,3,0.5549967793970146,0.2557095370469872
1,fibroblast of cardiac tissue,0.0018652984530235558,0.9655507930529558,9,1.0,-0.0
1,bronchus fibroblast of lung,1.401526032353627,0.23646823014564683,9,0.7103778107256057,0.14851061258690246
1,alveolar type 1 fibroblast cell,0.2451525436843226,0.6205091947426493,9,1.0,-0.0
1,alveolar type 2 fibroblast cell,0.32430582472341635,0.5690314199256662,9,1.0,-0.0
1,kidney interstitial fibroblast,0.9226486681781362,0.3367804782242672,5,0.8271215171202718,0.08243068109083769
1,pericyte,2.001506182207537,0.1571429884129527,11,0.562325399713017,0.2500122993714926
1,lung pericyte,0.1422283110670317,0.7060757422982434,8,1.0,-0.0
1,renal interstitial pericyte,1.9802835899419504,0.15936053435326908,12,0.5660167778729901,0.24717069526108756
1,smooth muscle cell,0.0,1.0,7,1.0,-0.0
1,vascular associated smooth muscle cell,2.0963575009317794,0.14765051673423255,10,0.5549967793970146,0.2557095370469872
1,tracheobronchial smooth muscle cell,0.4370376757882851,0.5085557194206931,9,0.9765044276858084,0.010325783184980166
1,mesothelial cell,0.0691454195452994,0.7925851353336366,7,1.0,-0.0
2,B cell,2.8009667281058914,0.09420748952897626,1,0.44948671474609586,0.34728313996573945
2,naive B cell,2.413733873729794,0.12027518030758162,1,0.5136847973539259,0.28930328715282777
2,memory B cell,0.5431345854754911,0.46113654802437176,3,0.9376871310801989,0.027942044255610962
2,mature B cell,0.1319713416618839,0.716396777234371,4,1.0,-0.0
2,plasma cell,1.9558709658995055,0.16195560047802243,2,0.5711477698017217,0.2432515146843287
2,transitional stage B cell,2.5184373729607734,0.11252203748629541,1,0.5010124382064168,0.30015149214202064
2,class switched memory B cell,0.15931689706796318,0.6897862130892461,3,1.0,-0.0
2,immature B cell,2.002474904632478,0.15704260737153056,1,0.562325399713017,0.2500122993714926
2,IgA plasma cell,1.5861638756203535,0.2078750662772088,0,0.6725223501497447,0.17229327803869693
2,IgG plasma cell,2.721229408899591,0.09902171991960002,0,0.4604194620465478,0.33684632691718025
2,plasmablast,0.888289017849476,0.34594138932917773,2,0.8307145204286176,0.08054819824198681
2,T cell,0.023531542708358343,0.8780828893302528,5,1.0,-0.0
2,alpha-beta T cell,1.352056073165165,0.24491899273356132,3,0.7123142019741027,0.1473283966950237
2,memory T cell,0.004144863811611406,0.9486671636058599,5,1.0,-0.0
2,"CD4-positive, alpha-beta T cell",0.7567027562570801,0.3843623604417985,3,0.8768266347578528,0.05708626639543353
2,"CD8-positive, alpha-beta T cell",0.36035871635715405,0.5483070811029092,4,0.9957013194765282,0.001870917356020546
2,"naive thymus-derived CD4-positive, alpha-beta T cell",0.6684586883389313,0.41358949502899023,3,0.9121460162270781,0.03993563429684551
2,"naive thymus-derived CD8-positive, alpha-beta T cell",0.1427719081584663,0.7055407638300322,4,1.0,-0.0
2,"CD4-positive, alpha-beta memory T cell",0.0,1.0,5,1.0,-0.0
2,"CD8-positive, alpha-beta memory T cell",0.18949512818101635,0.6633371504764436,4,1.0,-0.0
2,"effector CD8-positive, alpha-beta T cell",0.04091609535625381,0.839699965893304,7,1.0,-0.0
2,regulatory T cell,0.8251748482311828,0.363671493195306,3,0.8515156891950945,0.06980734574238653
2,T follicular helper cell,0.00035047516625990184,0.9850636899885659,5,1.0,-0.0
2,CD4-positive helper T cell,0.4264739055766328,0.5137242407833456,4,0.9765044276858084,0.010325783184980166
2,"CD4-positive, alpha-beta cytotoxic T cell",0.1017858554167209,0.7496969725368147,4,1.0,-0.0
2,"CD8-positive, alpha-beta cytotoxic T cell",0.21488431991390902,0.6429657649312039,4,1.0,-0.0
2,mature alpha-beta T cell,0.044580773224819716,0.8327767835107985,5,1.0,-0.0
2,gamma-delta T cell,0.7567027562570801,0.3843623604417985,3,0.8768266347578528,0.05708626639543353
2,mature gamma-delta T cell,0.895504618742287,0.3439899548198815,3,0.8307145204286176,0.08054819824198681
2,mucosal invariant T cell,1.5282064115095502,0.21638183009750864,2,0.6779793487314846,0.16878353455263145
2,T-helper 22 cell,0.30495898771782975,0.5807901534067812,3,1.0,-0.0
2,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",2.43524317197254,0.11863549639679934,3,0.5136847973539259,0.28930328715282777
2,double negative T regulatory cell,0.7928793910184235,0.37323087857432624,4,0.8622105739217031,0.06438665537717957
2,"central memory CD4-positive, alpha-beta T cell",0.4087422558144454,0.5226085778684959,3,0.9765044276858084,0.010325783184980166
2,"central memory CD8-positive, alpha-beta T cell",0.5033741754940946,0.47802127882990275,3,0.9475984716039558,0.023375648428908925
2,"effector memory CD4-positive, alpha-beta T cell",0.6469675650915262,0.4211989450743785,3,0.9178365071770038,0.03723467212599357
2,"effector memory CD8-positive, alpha-beta T cell",1.3817686946319294,0.2398001039402226,2,0.7118053656837103,0.14763874255014986
2,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",2.146203844651462,0.14292288767698683,2,0.5549967793970146,0.2557095370469872
2,"activated CD4-positive, alpha-beta T cell",5.276411800419761,0.02161625160793957,1,0.1569653967381981,0.8041960779220282
2,"activated CD8-positive, alpha-beta T cell",4.426317344401859,0.03538878558091017,1,0.21709086952995316,0.6633584418433436
2,"double-positive, alpha-beta thymocyte",2.4039076549400753,0.12103258239024009,3,0.5136847973539259,0.28930328715282777
2,double negative thymocyte,0.47877603902669635,0.4889772442995167,4,0.9621385130421758,0.016762400810856982
2,natural killer cell,0.1319713416618839,0.716396777234371,4,1.0,-0.0
2,mature NK T cell,0.0,1.0,6,1.0,-0.0
2,"CD16-positive, CD56-dim natural killer cell, human",0.023531542708358343,0.8780828893302528,5,1.0,-0.0
2,"CD16-negative, CD56-bright natural killer cell, human",0.0,1.0,5,1.0,-0.0
2,lymphocyte,0.3725775434803591,0.5416026275292655,6,0.9957013194765282,0.001870917356020546
2,innate lymphoid cell,0.29862530382538777,0.5847455179311742,4,1.0,-0.0
2,immature innate lymphoid cell,0.121254601284184,0.7276777368322458,7,1.0,-0.0
2,lymphoid lineage restricted progenitor cell,2.9033795538132017,0.08839404992951974,13,0.4359976787064149,0.3605158229508602
2,monocyte,1.4606490278914934,0.2268268818647832,3,0.6928185094614717,0.15938051814775445
2,classical monocyte,1.219744438985814,0.26941081179526655,3,0.7365913580919272,0.13277338072276412
2,non-classical monocyte,2.1142126619481467,0.14593709085520834,2,0.5549967793970146,0.2557095370469872
2,intermediate monocyte,1.1168054975001944,0.29060735421028805,3,0.7586894080387804,0.11993597902070974
2,"CD14-positive, CD16-negative classical monocyte",1.1168054975001944,0.29060735421028805,3,0.7586894080387804,0.11993597902070974
2,"CD14-positive, CD16-positive monocyte",3.1966677946631292,0.07378847036351291,1,0.39317944062309795,0.405409199531103
2,"CD14-low, CD16-positive monocyte",2.0823272463138713,0.14901283392029435,2,0.5549967793970146,0.2557095370469872
2,CD14-positive monocyte,1.0166169692265297,0.31332281980155846,3,0.7859988263063151,0.10457810247086102
2,macrophage,0.5519379338298943,0.45752693485463425,4,0.9376871310801989,0.027942044255610962
2,alveolar macrophage,0.044580773224819716,0.8327767835107985,5,1.0,-0.0
2,elicited macrophage,8.802115123956337e-05,0.9925143897255112,7,1.0,-0.0
2,lung macrophage,0.0,1.0,6,1.0,-0.0
2,inflammatory macrophage,2.5378945996658606,0.11114289919807539,2,0.5008291136703398,0.30031043311458305
2,alternatively activated macrophage,0.0,1.0,5,1.0,-0.0
2,central nervous system macrophage,0.22939290262523804,0.6319743478295978,6,1.0,-0.0
2,dendritic cell,0.05436478542594113,0.8156351673857495,7,1.0,-0.0
2,CD1c-positive myeloid dendritic cell,0.802139947400443,0.3704543296269234,3,0.8585132083417589,0.06625301877235552
2,plasmacytoid dendritic cell,0.0,1.0,6,1.0,-0.0
2,conventional dendritic cell,1.4691999519980046,0.22547196567672048,2,0.6915736762353192,0.16016154588295814
2,granulocyte,5.787394302457516,0.016141497229821035,0,0.13476179822631587,0.8704332025398658
2,neutrophil,0.23323192857347716,0.6291376885778168,5,1.0,-0.0
2,mast cell,2.0823272463138713,0.14901283392029435,2,0.5549967793970146,0.2557095370469872
2,leukocyte,1.2803660209961385,0.25783099098009166,4,0.7239100900594881,0.14031537001249875
2,erythrocyte,1.8683507518283058,0.17166408952175055,1,0.5911074780701788,0.2283335463792961
2,platelet,0.3554472351059248,0.551045661737695,3,0.9957013194765282,0.001870917356020546
2,hematopoietic stem cell,3.5998980952664925,0.05778311303132745,1,0.3195581250974927,0.49545013558641465
2,tracheal goblet cell,0.41552424552064227,0.5191788500216477,6,0.9765044276858084,0.010325783184980166
2,club cell,0.004685791143055513,0.9454251611331597,4,1.0,-0.0
2,type I pneumocyte,1.848268523871878,0.1739849096427042,12,0.5934999254167012,0.22657933128583002
2,type II pneumocyte,0.3074343609189663,0.5792588478843387,9,1.0,-0.0
2,ciliated columnar cell of tracheobronchial tree,1.5158168617214018,0.21825362596150533,3,0.6779793487314846,0.16878353455263145
2,respiratory basal cell,0.25880766072036865,0.6109404935756504,5,1.0,-0.0
2,respiratory hillock cell,0.0,1.0,6,1.0,-0.0
2,nasal mucosa goblet cell,0.013801816955630349,0.906478793026861,4,1.0,-0.0
2,goblet cell,0.034985904232718835,0.8516251992709261,9,1.0,-0.0
2,kidney collecting duct intercalated cell,3.3590795187909865,0.06683541673035173,2,0.35874892803791736,0.4452093879524818
2,kidney collecting duct principal cell,0.0020494919412195577,0.9638910514834597,8,1.0,-0.0
2,kidney connecting tubule epithelial cell,1.4327456033559347,0.23131687673724116,4,0.7005449155667571,0.15456401461454244
2,epithelial cell of proximal tubule,2.949619912658335,0.08589775815212321,3,0.431002849325323,0.3655198587437357
2,kidney distal convoluted tubule epithelial cell,1.9477087054884488,0.16283397363677082,4,0.5714846190136669,0.2429954537505565
2,kidney loop of Henle thick ascending limb epithelial cell,0.8797153241939305,0.3482796616616781,4,0.8332956624435258,0.07920087880286433
2,kidney loop of Henle thin descending limb epithelial cell,0.40791077313073876,0.5230318235960973,11,0.9765044276858084,0.010325783184980166
2,kidney loop of Henle thin ascending limb epithelial cell,0.004745997774073139,0.9450762213161727,9,1.0,-0.0
2,enterocyte,2.9439337354814596,0.08620056986506461,1,0.431002849325323,0.3655198587437357
2,intestine goblet cell,1.6051963361914208,0.2051683659194605,1,0.6725223501497447,0.17229327803869693
2,enteroendocrine cell,0.5033741754940946,0.47802127882990275,3,0.9475984716039558,0.023375648428908925
2,foveolar cell of stomach,1.7358821235768838,0.18766143586547218,1,0.625538119551574,0.20374621977317264
2,mucous neck cell,4.28565706855564,0.03843522384085686,0,0.2299812574084058,0.6383075558770955
2,keratinocyte,0.6257123132461123,0.4289324413294173,3,0.9188984816228384,0.036732466096321796
2,luminal epithelial cell of mammary gland,0.24588221529835155,0.6199895780220948,5,1.0,-0.0
2,myoepithelial cell of mammary gland,1.010220007969314,0.3148501376857213,9,0.7871253442143031,0.10395610377044003
2,basal cell,2.254253714373964,0.133247678788999,11,0.5344549753624686,0.2720888756287453
2,endothelial cell,13.547362727462865,0.0002326180547690894,17,0.005855557930394319,2.2324317180899196
2,blood vessel endothelial cell,5.577960455492341,0.01818789192166798,12,0.1383037614876836,0.8591660080965471
2,vein endothelial cell,15.074811013767498,0.00010333299760316039,17,0.0035311643086009337,2.4520820738108755
2,endothelial cell of artery,15.2547188154648,9.39417564211649e-05,17,0.003428874109372519,2.4648484596527704
2,capillary endothelial cell,9.872225185641168,0.0016779245588414207,16,0.026061381445834832,1.5840025671958888
2,endothelial cell of lymphatic vessel,2.11405758889995,0.14595187517709027,9,0.5549967793970146,0.2557095370469872
2,pulmonary artery endothelial cell,10.661796777195299,0.0010937109585062027,16,0.0199602249927382,1.699834567630113
2,neuron,11.481003868991403,0.0007031114192393888,14,0.014257537112354274,1.8459554892733008
2,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron,10.04559034449039,0.0015271305580017692,13,0.024773451274250922,1.6060134861492639
2,L6b glutamatergic cortical neuron,7.6642293211585955,0.00563263145077589,12,0.05954445290670571,1.2251586906752092
2,near-projecting glutamatergic cortical neuron,9.134756250989508,0.00250798871378835,13,0.03328785020119083,1.477714251581325
2,corticothalamic-projecting glutamatergic cortical neuron,6.032434797587164,0.014045346345158713,11,0.1250378394142178,0.9029585392962092
2,caudal ganglionic eminence derived GABAergic cortical interneuron,7.798550081254858,0.005228817509035067,12,0.056480723906846275,1.2480997456188943
2,lamp5 GABAergic cortical interneuron,5.781794685978264,0.01619299914248016,12,0.13476179822631587,0.8704332025398658
2,sst GABAergic cortical interneuron,8.80255707067804,0.003008086479145161,12,0.03921255588885656,1.4065748493026855
2,pvalb GABAergic cortical interneuron,12.53154075640452,0.0004001397188350613,13,0.009128187335924836,2.0396154555614068
2,vip GABAergic cortical interneuron,10.04559034449039,0.0015271305580017692,13,0.024773451274250922,1.6060134861492639
2,sncg GABAergic cortical interneuron,8.35815453633724,0.0038396031702726354,12,0.04379547366092225,1.3585707722736122
2,chandelier pvalb GABAergic cortical interneuron,16.164587005858966,5.806963682456274e-05,13,0.0022310965727332,2.6514816309275417
2,retinal ganglion cell,1.4775960958946834,0.22415101447535857,11,0.6915736762353192,0.16016154588295814
2,amacrine cell,2.313942408421326,0.12821848144809592,12,0.5270018284796066,0.27818787796159794
2,retina horizontal cell,0.059476243066419555,0.8073256827251583,8,1.0,-0.0
2,astrocyte,16.97477608042964,3.787973566966088e-05,17,0.0016266004140501435,2.7887191214864613
2,astrocyte of the cerebral cortex,8.433439811709261,0.003683828160281454,14,0.043374105758152606,1.3627694659371674
2,oligodendrocyte,0.2836152005909273,0.5943414173439265,8,1.0,-0.0
2,oligodendrocyte precursor cell,9.280869784232761,0.002315594484170173,13,0.031894037234796724,1.4962905030895015
2,microglial cell,1.1679409793228235,0.27982471804509357,3,0.7543141999821461,0.12244771660350168
2,ependymal cell,0.8448565370093288,0.3580114826057317,10,0.8457876449908872,0.07273866318471041
2,Bergmann glial cell,13.920982373782858,0.00019065818636853632,16,0.005269179310726882,2.278257022088781
2,Schwann cell,17.977016129275327,2.235883578174258e-05,19,0.0011658535800480058,2.9333559893455554
2,retinal rod cell,0.6059107022537402,0.436331670684449,5,0.9188984816228384,0.036732466096321796
2,retinal cone cell,0.43407924183437147,0.5099940848877872,5,0.9765044276858084,0.010325783184980166
2,fibroblast of cardiac tissue,6.8332769407082345,0.008947496251173288,16,0.08373938799175,1.0770702174688762
2,bronchus fibroblast of lung,21.824219426986513,2.98804463340058e-06,17,0.00024236362026471372,3.61553256892825
2,alveolar type 1 fibroblast cell,4.268993939590811,0.03881390446852269,13,0.2303589452196875,0.6375949187092353
2,alveolar type 2 fibroblast cell,32.86369551467862,9.885219320596663e-09,22,1.8040525260088908e-06,5.743750821880703
